ID,var_rpta_alt,Prob_uno
272327#458887#621457,0,0.06734350286364933
8394#609274#471068,0,0.17089422736417378
188888#610574#469768,1,0.9993352244619401
335404#13637#1000812,0,0.22394456145568623
249885#711840#368502,0,0.08897603921136982
633878#493225#587117,0,0.33728098757388086
625824#232236#850598,0,0.411562711077192
43316#236322#846602,0,0.020138609236647967
82090#279412#803632,1,0.9999709912197609
285673#363814#716036,0,0.09119343906596916
546387#3527#1073664,0,0.023733894550191318
211257#904012#176330,0,0.031968722679185796
72965#176749#911359,0,0.047452410865773564
311963#743470#336872,0,0.03634502254226607
436600#305880#777231,1,1.0
575775#877868#202474,0,0.031968722679185796
453723#398512#681400,1,0.9999709912197609
565696#1068003#12339,0,0.12666589996768196
23967#721130#359212,0,0.03506666981562688
73398#871277#209065,1,1.0
295478#474516#605826,1,0.9889823472029599
64283#716781#363561,1,1.0
418402#411639#668280,0,0.22394456145568623
56882#826558#253784,1,0.9415193202319434
450644#823295#257047,0,0.30620018266999693
300113#720729#359613,1,0.9415193202319434
14663#695080#385262,0,0.03506666981562688
242087#709570#370772,0,0.4747621215454522
257335#943782#136560,0,0.33728098757388086
580597#887956#192386,1,0.9953749941691858
424676#308919#774204,1,0.9996968773893252
82833#346238#734468,1,0.9724590251124023
569489#226642#856166,1,1.0
256611#381388#698464,0,0.020138609236647967
501909#175656#912443,1,0.9724590251124023
239596#236859#846081,0,0.047452410865773564
391694#840519#239823,1,1.0
71964#21733#1072017,1,0.9996968773893252
397688#391214#688691,1,0.9932959578553037
81394#874046#206296,0,0.4747621215454522
142828#176549#911558,0,0.07730110571879828
13940#357493#722371,1,0.9999709912197609
563496#688108#392234,1,0.998048945799398
224288#519580#560762,0,0.4747621215454522
348065#222171#860622,0,0.023733894550191318
428092#1021490#58852,0,0.08897603921136982
444585#806215#274127,1,0.9752785920525963
136815#46601#1058230,1,0.9996968773893252
115844#459983#620358,1,0.9999709912197609
543970#779735#300607,0,0.21735792876953922
93872#1004371#75971,1,0.9029857763017476
532702#691100#389242,0,0.43439253023035046
203892#1025150#55192,0,0.08897603921136982
602827#264715#818275,1,1.0
628456#778860#301482,1,1.0
557266#186880#901267,0,0.3607844652305567
159378#377584#702278,1,0.954902910610463
519426#476101#604241,1,0.9952022085835432
41506#945903#134439,0,0.3147603503072307
261340#706176#374166,1,0.8372750911718035
544759#213058#869698,1,1.0
539541#205325#879937,0,0.411562711077192
409334#969075#111267,0,0.05379115619386631
257922#522892#557450,0,0.30620018266999693
325352#967054#113288,0,0.43439253023035046
335356#419141#660848,1,0.9724590251124023
52172#328117#755031,0,0.08339025562139155
110199#557253#523089,0,0.17089422736417378
587026#449449#630923,1,0.8548220154780142
134775#961913#118429,0,0.43439253023035046
163379#1064646#15696,0,0.05379115619386631
317141#173666#914446,0,0.30524395567401846
507982#531975#548367,1,0.8752717902974312
479526#622586#457756,1,1.0
298290#632937#447405,1,0.6453734705893941
338356#771796#308546,0,0.03506666981562688
67845#482699#597643,1,1.0
322727#924523#155819,0,0.12666589996768196
143264#442442#637864,1,0.8099701705632273
489490#299413#783687,1,0.8904291589246356
307584#32309#878199,0,0.00663157524983146
255595#512512#567830,0,0.03506666981562688
364263#1053417#26925,0,0.4747621215454522
73263#1033854#46488,0,0.4747621215454522
536576#571855#508487,0,0.23098543581904926
70937#761527#318815,0,0.4747621215454522
392588#281758#801289,1,0.8752717902974312
308180#20513#1077944,0,0.02594646275268437
594259#454156#626187,1,0.9724590251124023
436864#749784#330558,1,0.9752785920525963
276304#16425#1012273,0,0.22394456145568623
376529#962262#118080,1,0.6606346600846843
587950#803200#277142,0,0.4747621215454522
234016#894883#185459,0,0.4747621215454522
587888#309394#773731,1,0.9999709912197609
255858#228910#853923,0,0.03780566093616078
585392#624709#455633,1,0.8752717902974312
275903#473149#607193,0,0.01685045332966568
315197#18148#877057,0,0.00663157524983146
574107#169974#918157,0,0.046085050094182164
79601#823028#257314,1,1.0
218344#719088#361254,1,0.6541158031974726
622418#375467#704388,0,0.411562711077192
608656#747358#332984,0,0.08897603921136982
421097#776903#303439,0,0.33728098757388086
561032#493719#586623,0,0.33728098757388086
516958#81235#1024017,0,0.003319160966799734
158342#1078398#1944,0,0.2903088436100482
219730#620534#459808,1,1.0
423535#527882#552460,1,0.8752717902974312
585469#745428#334914,0,0.08897603921136982
362516#397450#672211,1,0.8904291589246356
184921#474681#605661,0,0.023392103042993682
219751#620365#459977,0,0.33728098757388086
384644#992414#87928,0,0.12666589996768196
402750#749664#330678,1,1.0
31936#824284#256058,0,0.08897603921136982
251380#98915#988863,1,0.8372750911718035
594303#1019255#61087,0,0.23098543581904926
275516#597646#482696,1,1.0
597416#1079747#595,1,1.0
44013#627579#452763,1,1.0
456213#315537#767605,0,0.22394456145568623
511458#785549#294793,0,0.4747621215454522
551661#601470#478872,1,1.0
65520#217744#865027,1,0.8099701705632273
128047#316016#767124,1,0.8904291589246356
377372#477646#602696,0,0.4747621215454522
412272#408447#671469,0,0.0
225399#230219#852615,0,0.411562711077192
356151#56142#1048812,0,0.20217191003540955
490835#270635#812370,0,0.023733894550191318
460328#181700#906434,0,0.22394456145568623
295546#570651#509691,0,0.02335207218003782
280593#653796#426546,1,1.0
32651#266034#816967,0,0.047452410865773564
164999#188132#900033,1,0.9999709912197609
360883#511580#568762,0,0.3147603503072307
444261#861522#218820,1,0.9999709912197609
359066#562660#517682,0,0.2903088436100482
158215#416642#663352,0,0.19147214241975938
103846#162552#925560,1,0.8548220154780142
379207#895453#184889,1,0.954902910610463
156562#848376#231966,0,0.08897603921136982
258946#409122#670801,0,0.053645040240858345
63434#570630#509712,1,0.8372750911718035
343509#72536#1032519,1,0.8569449345265727
315038#4751#1002397,0,0.01685045332966568
119260#494966#585376,1,1.0
479876#368298#711563,0,0.22394456145568623
487880#245145#843148,0,0.10400354665945044
592101#1076091#4251,1,0.9993352244619401
598428#622835#457507,1,0.6541158031974726
25795#879407#200935,0,0.031968722679185796
96907#844998#235344,0,0.031968722679185796
386466#660465#419877,0,0.1359252058093675
547475#470267#610075,0,0.023392103042993682
418272#875469#204873,1,0.9999709912197609
117126#433741#646402,1,1.0
452357#469465#610877,0,0.023392103042993682
473127#447756#632595,0,0.023733894550191318
55244#311269#771873,1,1.0
561633#738862#341480,0,0.03506666981562688
41768#428069#651924,0,0.06734350286364933
604824#322044#761096,0,0.014655883517253226
109631#1035215#45127,1,0.9802949487850678
85191#373812#706042,0,0.03402884039623596
593714#728540#351802,1,0.9993352244619401
163596#220358#862430,1,0.8372750911718035
10937#895100#185242,1,0.9993352244619401
283891#807350#272992,0,0.43439253023035046
306761#29352#727921,0,0.02594646275268437
325585#353153#726714,0,0.25926814326060305
4759#813068#267274,1,0.9415193202319434
280081#747255#333087,0,0.30620018266999693
213448#596517#483825,1,0.9415193202319434
354697#413461#666456,0,0.0031988949262496276
268145#985713#94629,1,0.8372750911718035
204860#892338#188004,0,0.23098543581904926
100057#320271#762885,0,0.046085050094182164
545276#680768#399574,1,1.0
248134#754844#325498,1,0.7392306996791878
534295#566578#513764,0,0.03506666981562688
433414#924401#155941,0,0.4747621215454522
449365#61543#1043441,0,0.22394456145568623
265316#237021#845924,0,0.25577495813763695
67000#634365#445977,1,1.0
495953#805795#274547,0,0.16452100427294822
323066#774065#306277,0,0.12666589996768196
199028#133697#954299,1,0.9996968773893252
249081#622816#457526,0,0.33728098757388086
572268#871345#208997,0,0.3147603503072307
259289#602359#477983,1,0.8053828499878074
514750#317353#765789,0,0.22394456145568623
206353#334230#746349,1,0.9999709912197609
261661#365143#714714,1,1.0
563262#165308#922810,0,0.22394456145568623
277116#877577#202765,1,0.9029857763017476
406191#1046523#33819,0,0.08897603921136982
300271#547369#532973,0,0.08897603921136982
589922#251368#831630,1,0.7373064273071657
461141#774838#305504,0,0.33728098757388086
316537#9826#1000196,0,0.053645040240858345
158972#998783#81559,0,0.12666589996768196
310965#2527#997402,1,0.5710108179349233
598232#532648#547694,0,0.03634502254226607
328358#226419#856395,1,0.9724590251124023
47489#637785#442557,1,0.9752785920525963
183467#328862#751831,0,0.22394456145568623
243692#948089#132253,1,0.9993394982489838
290928#291226#791831,0,0.22394456145568623
601835#680964#399378,0,0.43439253023035046
18492#228647#854181,0,0.22394456145568623
221307#131799#956084,0,0.22394456145568623
74423#725127#355215,1,0.7373064273071657
613780#439090#641214,1,0.9724590251124023
57359#527695#552647,0,0.05527875525461623
1434#40314#1064780,0,0.023392103042993682
30666#445990#634342,1,1.0
459669#620436#459906,1,0.9952022085835432
175981#388599#691259,1,0.9724590251124023
129843#471606#608736,0,0.04088812503507524
171302#1054328#26014,0,0.3147603503072307
42899#379936#699916,1,0.9724590251124023
305078#29552#728571,0,0.19147214241975938
215660#658693#421649,1,0.9752785920525963
821#619370#460972,0,0.43439253023035046
375866#386918#692933,1,0.9724590251124023
421301#342389#738276,0,0.22394456145568623
448288#1001946#78396,0,0.33728098757388086
413493#12482#1011807,0,0.22394456145568623
38724#227699#855131,0,0.411562711077192
205675#942311#138031,1,1.0
491840#11172#1012464,1,0.9724590251124023
146480#444073#636251,1,1.0
524859#1023214#57128,1,0.9993352244619401
312071#1073672#6670,0,0.03634502254226607
340650#387633#692220,0,0.0031988949262496276
425145#160323#927778,1,0.6453734705893941
612509#63398#1041598,1,0.9953749941691858
60379#639608#440734,1,0.8752717902974312
500121#1004021#76321,0,0.33728098757388086
459657#170578#917560,1,1.0
525563#635297#445045,0,0.4747621215454522
633622#321026#762129,1,0.9724590251124023
619249#715051#365291,0,0.2094245198038444
181879#464223#616119,0,0.3147603503072307
599106#135607#952482,1,0.998048945799398
626001#141527#946572,1,0.9068327412763543
109709#292716#790353,1,1.0
268963#212398#870352,1,0.9999709912197609
463225#286154#796909,1,0.9999709912197609
403366#404935#674989,1,0.9996968773893252
624637#787400#292942,0,0.33728098757388086
19752#479545#600797,1,1.0
296606#497372#582970,0,0.43439253023035046
230668#426439#653540,0,0.22394456145568623
111871#872952#207390,1,0.9068327412763543
175687#868431#211911,1,1.0
455277#1018120#62222,1,1.0
384539#609348#470994,0,0.23098543581904926
508392#63130#1041855,1,1.0
409748#285948#797117,0,0.22394456145568623
350514#868292#212050,0,0.031968722679185796
44392#1001236#79106,0,0.4747621215454522
240185#771732#308610,1,0.9996968773893252
527442#3384#1074056,1,0.9559342467869727
309649#13849#877760,0,0.01728126324731956
554844#73472#1031579,1,0.8904291589246356
503845#401897#678019,0,0.22394456145568623
41603#532092#548250,1,0.9988098553943502
588116#537887#542455,0,0.02335207218003782
106234#139255#948843,1,1.0
135854#624297#456045,1,0.9415193202319434
292367#1072805#7537,0,0.3147603503072307
458214#645594#434748,0,0.33728098757388086
496809#465413#614929,0,0.4747621215454522
126411#536387#543955,0,0.4747621215454522
311561#17203#998221,0,0.411562711077192
290407#466694#613648,0,0.4747621215454522
133336#1032491#47851,0,0.05379115619386631
401272#608043#472299,0,0.30620018266999693
529150#52855#1052097,1,0.9724590251124023
72575#527089#553253,0,0.43439253023035046
305009#353055#726816,0,0.023733894550191318
90226#99386#988394,0,0.023733894550191318
72483#766697#313645,0,0.30620018266999693
162162#573664#506678,0,0.4747621215454522
370944#35812#1069241,0,0.053645040240858345
8257#1052722#27620,1,0.7392306996791878
271786#962813#117529,0,0.08897603921136982
372633#1004027#76315,0,0.05379115619386631
309371#19706#997196,1,0.9999709912197609
86042#567038#513304,1,0.8053828499878074
519636#2853#1073288,0,0.046085050094182164
521558#361259#718603,1,0.9724590251124023
297638#907447#172895,0,0.13674005848449466
462328#280436#802604,0,0.22394456145568623
540064#1059233#21109,1,1.0
554794#870267#210075,0,0.23098543581904926
285200#671060#409282,0,0.03506666981562688
87406#824782#255560,0,0.05379115619386631
265124#790683#289659,0,0.33728098757388086
193129#595254#485088,0,0.43439253023035046
36867#295609#787488,0,0.03251291905599513
90772#271478#811537,1,1.0
32438#688848#391494,0,0.14166766184516633
145083#436618#643650,0,0.023733894550191318
477145#378576#701278,1,0.9934153108680501
60179#1023627#56715,0,0.3147603503072307
429807#71640#1033419,1,0.9999709912197609
399423#963078#117264,0,0.3147603503072307
465199#886977#193365,1,0.7392306996791878
598984#609427#470915,0,0.30620018266999693
285938#164921#923205,0,0.22394456145568623
242689#824178#256164,1,0.8904291589246356
313941#1071600#8742,1,1.0
75513#439214#641093,0,0.25577495813763695
44416#256972#826004,0,0.0
246745#534437#545905,0,0.4747621215454522
105258#620924#459418,0,0.17089422736417378
387199#449969#630408,0,0.12280369927951906
237004#871538#208804,0,0.031968722679185796
149985#687020#393322,0,0.3147603503072307
356609#96088#991684,0,0.22394456145568623
89894#682271#398071,0,0.30620018266999693
359605#52333#1052616,1,0.9724590251124023
220610#12543#876293,0,0.22394456145568623
84104#288765#794301,1,0.9724590251124023
384827#976447#103895,1,0.8053828499878074
423105#51358#1053572,0,0.25926814326060305
621806#736857#343485,1,0.9999709912197609
492849#833306#247036,0,0.33728098757388086
110731#119923#967902,0,0.411562711077192
307769#573118#507224,0,0.05379115619386631
176538#144581#943519,0,0.0
384876#241140#841881,1,0.9724590251124023
331044#140858#947243,0,0.22394456145568623
626449#1019411#60931,1,0.954902910610463
315980#14792#1002207,0,0.02594646275268437
384961#89359#1015947,1,0.8122400210435272
111533#967114#113228,0,0.08897603921136982
489853#583033#497309,0,0.031968722679185796
163613#409432#670490,1,0.954902910610463
143805#827918#252424,0,0.08897603921136982
251148#598825#481517,0,0.03634502254226607
152123#295728#787369,1,0.9724590251124023
586697#812153#268189,0,0.14166766184516633
483620#769611#310731,1,0.9999709912197609
184059#275780#807245,0,0.047452410865773564
571706#892151#188191,1,1.0
506716#268647#814362,0,0.22394456145568623
407514#340182#740460,0,0.3607844652305567
295513#501988#578354,0,0.4747621215454522
17927#994620#85722,0,0.43439253023035046
528329#778625#301717,1,0.6541158031974726
114159#137824#950281,0,0.23853520405977865
281534#638389#441953,1,0.954902910610463
252818#603728#476614,0,0.02335207218003782
360201#408365#671551,0,0.22394456145568623
408259#361712#718149,1,1.0
527663#778537#301805,0,0.03506666981562688
5993#108340#979459,1,0.9724590251124023
474569#900448#179894,0,0.23098543581904926
314199#25985#753536,0,0.00663157524983146
629579#769245#311097,1,1.0
590871#568906#511436,0,0.33728098757388086
610779#1034290#46052,1,0.9922897197224142
175724#261235#821748,1,0.8904291589246356
630907#44732#1060091,1,0.9724590251124023
217238#38129#1066957,1,0.7421941771643267
296606#497329#583013,0,0.14166766184516633
311209#950027#130315,0,0.33728098757388086
452293#212455#870296,1,0.8904291589246356
